ServerName,FieldName,CurrentValue,ProposedValue
ah57sdcww00042,System,,Appeon
ah57sdcww00042,Purpose,,Interchange Web
ah57sdcww00042,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww00044,System,,Datastage
ah57sdcww00044,Purpose,,Web/App Server
ah57sdcww00044,Supportgroup,,DATASTAGE SW ADMIN
ah57sdcww00045,System,,Datastage
ah57sdcww00045,Purpose,,Web/App Server
ah57sdcww00045,Supportgroup,,DATASTAGE SW ADMIN
ah57sdcww00046,System,,Datastage
ah57sdcww00046,Purpose,,Web/App Server
ah57sdcww00046,Supportgroup,,DATASTAGE SW ADMIN
ah57sdcww00053,System,,Doctor Lookup
ah57sdcww00053,Purpose,,Web Server
ah57sdcww00053,Supportgroup,,DRLOOKUP SW ADMIN
ah57sdcww00054,System,,Doctor Lookup
ah57sdcww00054,Purpose,,Web Server
ah57sdcww00054,Supportgroup,,DRLOOKUP SW ADMIN
ah57sdcww00055,System,,Doctor Lookup
ah57sdcww00055,Purpose,,Web Server
ah57sdcww00055,Supportgroup,,DRLOOKUP SW ADMIN
ah57sdcww00059,System,,ALM – Application Lifecycle Management
ah57sdcww00059,Purpose,,ALM Web Node 1
ah57sdcww00059,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcww00060,System,,ALM – Application Lifecycle Management
ah57sdcww00060,Purpose,,ALM Web Node 2
ah57sdcww00060,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcww00061,System,,ALM – Application Lifecycle Management
ah57sdcww00061,Purpose,,ALM Web Node 1
ah57sdcww00061,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcww00062,System,,ALM – Application Lifecycle Management
ah57sdcww00062,Purpose,,ALM Web Node 2
ah57sdcww00062,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcww00063,System,,Datastage
ah57sdcww00063,Purpose,,App/Web Server
ah57sdcww00063,Supportgroup,,MMIS Support Data Warehouse DataStage
ah57sdcww00064,System,,Datastage
ah57sdcww00064,Purpose,,App/Web Server
ah57sdcww00064,Supportgroup,,MMIS Support Data Warehouse DataStage
ah57sdcww00065,System,,Datastage
ah57sdcww00065,Purpose,,App/Web Server
ah57sdcww00065,Supportgroup,,MMIS Support Data Warehouse DataStage
ah57sdcww00066,System,,Datastage
ah57sdcww00066,Purpose,,App/Web Server
ah57sdcww00066,Supportgroup,,MMIS Support Data Warehouse DataStage
ah57sdcww00067,System,,Datastage
ah57sdcww00067,Purpose,,App/Web Server
ah57sdcww00067,Supportgroup,,MMIS Support Data Warehouse DataStage
ah57sdcww00068,System,,Datastage
ah57sdcww00068,Purpose,,App/Web Server
ah57sdcww00068,Supportgroup,,MMIS Support Data Warehouse DataStage
ah57sdcww00069,System,,Appeon
ah57sdcww00069,Purpose,,PowerServer Web
ah57sdcww00069,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww00070,System,,Appeon
ah57sdcww00070,Purpose,,PowerServer Web
ah57sdcww00070,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww00071,System,,LoadRunner Enterprise
ah57sdcww00071,Purpose,,LoadRunner Enterprise 1
ah57sdcww00071,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcww00072,System,,LoadRunner Enterprise
ah57sdcww00072,Purpose,,LoadRunner Enterprise 2
ah57sdcww00072,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcww00073,System,,LoadRunner Enterprise
ah57sdcww00073,Purpose,,LoadRunner Enterprise 1
ah57sdcww00073,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcww00074,System,,LoadRunner Enterprise
ah57sdcww00074,Purpose,,LoadRunner Enterprise 2
ah57sdcww00074,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcww00075,System,,FileNet
ah57sdcww00075,Purpose,,Filenet CPE Web 1
ah57sdcww00075,Supportgroup,,MMIS Support Backend Apps Filenet
ah57sdcww00076,System,,FileNet
ah57sdcww00076,Purpose,,Filenet CPE Web 2
ah57sdcww00076,Supportgroup,,MMIS Support Backend Apps Filenet
ah57sdcww00077,System,,FileNet
ah57sdcww00077,Purpose,,Filenet ICN Web 1
ah57sdcww00077,Supportgroup,,MMIS Support Backend Apps Filenet
ah57sdcww00078,System,,FileNet
ah57sdcww00078,Purpose,,Filenet ICN Web 2
ah57sdcww00078,Supportgroup,,MMIS Support Backend Apps Filenet
ah57sdcww00079,System,,FileNet
ah57sdcww00079,Purpose,,Filenet CPE / ICN Web 1
ah57sdcww00079,Supportgroup,,MMIS Support Backend Apps Filenet
ah57sdcww00080,System,,FileNet
ah57sdcww00080,Purpose,,Filenet CPE / ICN Web 2
ah57sdcww00080,Supportgroup,,MMIS Support Backend Apps Filenet
ah57sdcww00081,System,,FileNet
ah57sdcww00081,Purpose,,Filenet CPE / ICN Web 1
ah57sdcww00081,Supportgroup,,MMIS Support Backend Apps Filenet
ah57sdcww00082,System,,FileNet
ah57sdcww00082,Purpose,,Filenet CPE / ICN Web 2
ah57sdcww00082,Supportgroup,,MMIS Support Backend Apps Filenet
ah57sdcww00086,System,,LEGACY EPLS
ah57sdcww00086,Purpose,,EPLS Prod server
ah57sdcww00086,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww00087,System,,LEGACY EPLS
ah57sdcww00087,Purpose,,EPLS Test server
ah57sdcww00087,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww00088,System,,Project WorkBook (PWB)
ah57sdcww00088,Purpose,,OS Web / App
ah57sdcww00088,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww00100,System,,TPrime
ah57sdcww00100,Purpose,,Web Front End
ah57sdcww00100,Supportgroup,,TPRIME SW ADMIN
ah57sdcww00101,System,,TPrime
ah57sdcww00101,Purpose,,Web Front End
ah57sdcww00101,Supportgroup,,MMIS Change Backend Apps Sharepoint
ah57sdcww00102,System,,TPrime
ah57sdcww00102,Purpose,,Web Front End
ah57sdcww00102,Supportgroup,,MMIS Change Backend Apps Sharepoint
ah57sdcww00103,System,,RRI - Resource Recognition Incorporated
ah57sdcww00103,Purpose,,"Navigator Web /
App"
ah57sdcww00103,Supportgroup,,MMIS Support Backend Apps Formworks
ah57sdcww00104,System,,RRI - Resource Recognition Incorporated
ah57sdcww00104,Purpose,,WebKey 2 / App
ah57sdcww00104,Supportgroup,,MMIS Support Backend Apps Formworks
ah57sdcww00112,System,,Legal Hold
ah57sdcww00112,Purpose,,"Legal Hold Web /
App"
ah57sdcww00113,System,,Legal Hold
ah57sdcww00113,Purpose,,"Legal Hold Web /
App"
ah57sdcww00113,Supportgroup,,AWS SW Admin
ah57sdcww00114,System,,Appeon
ah57sdcww00114,Purpose,,Appeon Build Server
ah57sdcww00114,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww00115,System,,Decision Analytics
ah57sdcww00115,Purpose,,"App / WebApp / Win SVC
/ IIS"
ah57sdcww00115,Supportgroup,,MMIS Support Decision Analytics Dashboard
ah57sdcww00116,System,,Decision Analytics
ah57sdcww00116,Purpose,,"App / WebApp / Win SVC
/ IIS"
ah57sdcww00116,Supportgroup,,MMIS Support Decision Analytics Dashboard
ah57sdcww00117,System,,Decision Analytics
ah57sdcww00117,Purpose,,App / WebApp / Win SVC/ IIS
ah57sdcww00117,Supportgroup,,MMIS Support Decision Analytics Dashboard
ah57sdcww00118,System,,SharePoint UAT WEB
ah57sdcww00118,Purpose,,SharePoint UAT WEB
ah57sdcww00118,Supportgroup,,MMIS Change Backend Apps Sharepoint
ah57sdcww00119,System,,Appeon
ah57sdcww00119,Purpose,,PowerServer Web
ah57sdcww00119,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww00120,System,,Appeon
ah57sdcww00120,Purpose,,PowerServer Web
ah57sdcww00120,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww00121,System,,Appeon
ah57sdcww00121,Purpose,,PowerServer Web
ah57sdcww00121,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww00122,System,,Appeon
ah57sdcww00122,Purpose,,PowerServer Web
ah57sdcww00122,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww01081,System,,EPLS
ah57sdcww01081,Purpose,,EPLS Prod Server
ah57sdcww01081,Supportgroup,,EPLS SW ADMIN
ah57sdcww01082,System,,Provider Web Service
ah57sdcww01082,Purpose,,PWS Web / App
ah57sdcww01082,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww01083,System,,Provider Web Service
ah57sdcww01083,Purpose,,PWS Web / App
ah57sdcww01083,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww01084,System,,SURS - Surveillance and Utilization Revi
ah57sdcww01084,Purpose,,SURS Web / App
ah57sdcww01084,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww01085,System,,SURS - Surveillance and Utilization Revi
ah57sdcww01085,Purpose,,SURS Web / App
ah57sdcww01085,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww01086,System,,TPM - Trading Partner Management
ah57sdcww01086,Purpose,,EDI Trading Partner Web Server
ah57sdcww01086,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww01087,System,,TPM - Trading Partner Management
ah57sdcww01087,Purpose,,EDI Trading Partner Web Server
ah57sdcww01087,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww01088,System,,HIE - Health Information Exchange
ah57sdcww01088,Purpose,,HIE Web Server
ah57sdcww01088,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww01089,System,,HIE - Health Information Exchange
ah57sdcww01089,Purpose,,HIE Web Server
ah57sdcww01089,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww01090,System,,TMSIS - Transformed Medicaid Statistical
ah57sdcww01090,Purpose,,TMSIS Web
ah57sdcww01090,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww01091,System,,TMSIS - Transformed Medicaid Statistical
ah57sdcww01091,Purpose,,TMSIS Web
ah57sdcww01091,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww01150,System,,Exstream
ah57sdcww01150,Purpose,,License Server
ah57sdcww01150,Supportgroup,,EXSTREAM SW ADMIN
ah57sdcww01151,System,,Exstream
ah57sdcww01151,Purpose,,Web/App Server
ah57sdcww01151,Supportgroup,,EXSTREAM SW ADMIN
ah57sdcww01152,System,,TCOS
ah57sdcww01152,Purpose,,Web Server
ah57sdcww01152,Supportgroup,,TCOS SW ADMIN
ah57sdcww01153,System,,TCOS
ah57sdcww01153,Purpose,,Web Server
ah57sdcww01153,Supportgroup,,TCOS SW ADMIN
ah57sdcww01154,System,,TCOS
ah57sdcww01154,Purpose,,Web Server
ah57sdcww01154,Supportgroup,,TCOS SW ADMIN
ah57sdcww01155,System,,Visual Application
ah57sdcww01155,Purpose,,EDI Trading Partner Web Server
ah57sdcww01155,Supportgroup,,VISUAL APP SW ADMIN
ah57sdcww01156,System,,Visual Application
ah57sdcww01156,Purpose,,SURS Web Server
ah57sdcww01156,Supportgroup,,VISUAL APP SW ADMIN
ah57sdcww01157,System,,Visual Application
ah57sdcww01157,Purpose,,HIE Web Server
ah57sdcww01157,Supportgroup,,VISUAL APP SW ADMIN
ah57sdcww01158,System,,Visual Application
ah57sdcww01158,Purpose,,TMSIS_CMS Web Server
ah57sdcww01158,Supportgroup,,VISUAL APP SW ADMIN
ah57sdcww01165,System,,Online Systems
ah57sdcww01165,Purpose,,OS Web / App
ah57sdcww01165,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww01166,System,,Online Systems
ah57sdcww01166,Purpose,,OS Web / App
ah57sdcww01166,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww01167,System,,Online Systems
ah57sdcww01167,Purpose,,OS Web / App
ah57sdcww01167,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww01168,System,,Doctors Lookup
ah57sdcww01168,Purpose,,Doctor Lookup Web server
ah57sdcww01168,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww01169,System,,Doctors Lookup
ah57sdcww01169,Purpose,,Doctor Lookup Web server
ah57sdcww01169,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww01170,System,,Doctors Lookup
ah57sdcww01170,Purpose,,Doctor Lookup Web server
ah57sdcww01170,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww01171,System,,Online Systems
ah57sdcww01171,Purpose,,OS Web / App
ah57sdcww01171,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww01172,System,,Online Systems
ah57sdcww01172,Purpose,,OS Web / App
ah57sdcww01172,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww01173,System,,Online Systems
ah57sdcww01173,Purpose,,OS Web / App
ah57sdcww01173,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcww20002,System,,ALM
ah57sdcww20002,Purpose,,ALM Web Node 1
ah57sdcww20002,Supportgroup,,ALM SW ADMIN
ah57sdcww20003,System,,ALM
ah57sdcww20003,Purpose,,ALM Web Node 2
ah57sdcww20003,Supportgroup,,ALM SW ADMIN
ah57sdcww20004,System,,Jira for MMIS
ah57sdcww20004,Purpose,,Jira Web Server
ah57sdcww20004,Supportgroup,,AGM SW ADMIN
ah57sdcwx00001,System,,TPrime SharePoint WFE
ah57sdcwx00001,Purpose,,SharePoint SSRS/Power Pivot Front End Server
ah57sdcwx00001,Supportgroup,,MMIS Support Backend Apps SharePoint
ah57sdcwx00002,System,,TPrime
ah57sdcwx00002,Purpose,,SharePoint SSRS/Power Pivot
ah57sdcwx00002,Supportgroup,,MMIS Change Backend Apps Sharepoint
ah57sdcwx00003,System,,TPrime
ah57sdcwx00003,Purpose,,T-Prime SharePoint SSRS/Power Pivot Front End Server
ah57sdcwx00003,Supportgroup,,TPRIME SW ADMIN
ah57sdcwx00004,System,,RRI - Resource Recognition Incorporated
ah57sdcwx00004,Purpose,,Dev - All
ah57sdcwx00004,Supportgroup,,MMIS Support Backend Apps Formworks
ah57sdcwx00007,System,,Decision Analytics
ah57sdcwx00007,Purpose,,"UAT / STAGING Power BI,
SSRS, & SSAS"
ah57sdcwx00007,Supportgroup,,WINDOWS OS ADMIN STS
ah57sdcwx00008,System,,Decision Analytics
ah57sdcwx00008,Purpose,,"DEV Power BI, SSRS, &
SSAS"
ah57sdcwx00008,Supportgroup,,WINDOWS OS ADMIN STS
AZE1LMCDEVREF01,System,,MMIS Core
AZE1LMCDEVREF01,Supportgroup,,MMIS Support INF UNIX
AZE1LMCDEVSYS01,System,,MMIS Core
AZE1LMCDEVSYS01,Supportgroup,,MMIS Support INF UNIX
AZE1WDLDRHAPP01,System,,Doctors Lookup
AZE1WDLDRHAPP01,Purpose,,Doctor Lookup Dr app Server
AZE1WDLDRHAPP01,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
AZE1WDLPRDAPP01,System,,Doctors Lookup
AZE1WDLPRDAPP01,Purpose,,Doctor Lookup Prod app Server
AZE1WDLPRDAPP01,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
AZE1WDLSTGAPP01,System,,Doctors Lookup
AZE1WDLSTGAPP01,Purpose,,Doctor Lookup Test app Server
AZE1WDLSTGAPP01,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
AZE2LMCDEVSYS02,System,,MMIS Core
AZE2LMCDEVSYS02,Supportgroup,,MMIS Support INF UNIX
AZE2WDLDRHAPP02,System,,Doctors Lookup
AZE2WDLDRHAPP02,Purpose,,Doctor Lookup Dr app Server
AZE2WDLDRHAPP02,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
AZE2WDLPRDAPP02,System,,Doctors Lookup
AZE2WDLPRDAPP02,Purpose,,Doctor Lookup Prod app Server
AZE2WDLPRDAPP02,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
AZE2WDLSTGAPP02,System,,Doctors Lookup
AZE2WDLSTGAPP02,Purpose,,Doctor Lookup Test app Server
AZE2WDLSTGAPP02,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
dc5719??,System,,Edifecs
dc5719??,Purpose,,EDIFECS Dev
dc5719052wa015,System,,Edifecs
dc5719052wa015,Purpose,,Edifecs - soon to be decommissioned
dc5719052wa016,System,,Edifecs
dc5719052wa016,Purpose,,Edifecs - soon to be decommissioned
dc5719052wa017,System,,Edifecs
dc5719052wa017,Purpose,,Edifecs - soon to be decommissioned
dc5719052waa221,System,,ProLaw
dc5719052waa221,Purpose,,ProLaw
dc5719052waa221,Supportgroup,,Vendor IT Support
dc5719052wai102,System,,DXC Infrastructure
dc5719052wai102,Purpose,,IBM Rational License Server
dc5719052wai102,Supportgroup,,Vendor IT Support
dc5719052wb001,System,,Edifecs
dc5719052wb001,Purpose,,Edifecs - soon to be decommissioned
dc5719052wb002,System,,Edifecs
dc5719052wb002,Purpose,,Edifecs - soon to be decommissioned
dc5719052wb100,System,,MMIS
dc5719052wb100,Purpose,,"State File Share
Seibel Archive
State Security Archive"
dc5719052wb100,Supportgroup,,Vendor IT Support
dc5719cfs60,System,,GWT Infrastructure
dc5719cfs60,Purpose,,File Server
dc5719cfs60,Supportgroup,,Vendor IT Support
dc5719dy249,System,,GWT Infrastructure
dc5719dy249,Purpose,,Dynatrace
dc5719dy249,Supportgroup,,Vendor IT Support
dc5719dyt250,System,,DXC Infrastructure
dc5719dyt250,Purpose,,DynaTrace
dc5719dyt250,Supportgroup,,Vendor IT Support
dc5719icdev103,System,,iC DEV
dc5719icdev103,Purpose,,New home for fat client builds for testing
dc5719icdev103,Supportgroup,,Vendor IT Support
dc5719pa188,System,,Pharmacy Archive
dc5719pa188,Purpose,,File Server
dc5719pa188,Supportgroup,,Vendor IT Support
dc5719pxe32,System,,DXC Infrastructure
dc5719pxe32,Purpose,,POC for PXE Boot Server (Server 2019 Datacenter)
dc5719pxe32,Supportgroup,,Vendor IT Support
dc5719rri67,Purpose,,RRI
dc5719rri68,System,,DXC Infrastructure
dc5719rri68,Purpose,,Form Works 5 RRI Bridges/WebKey (Server 2019 Datacenter)
dc5719rri68,Supportgroup,,Vendor IT Support
dc5719rri69,System,,DXC Infrastructure
dc5719rri69,Purpose,,Form Works 5 RRI Bridges/WebKey (Server 2019 Datacenter)
dc5719rri69,Supportgroup,,Vendor IT Support
dc5719swap99,System,,MMIS
dc5719swap99,Purpose,,Power BI POC server
dc5719swap99,Supportgroup,,Vendor IT Support
dc5719vctr245,System,,DXC Infrastructure
dc5719vctr245,Purpose,,VCenter Appliance
dc5719vctr245,Supportgroup,,MMIS Support INF Windows
dc5719wa107,System,,MMIS
dc5719wa107,Purpose,,TEDS Share
dc5719wa107,Supportgroup,,Vendor IT Support
dc5719wa13,System,,MMIS
dc5719wa13,Purpose,,File Server
dc5719wa13,Supportgroup,,MMIS Support INF Windows
dc5719wa131,System,,DXC Infrastructure
dc5719wa131,Purpose,,3Par Reports Server
dc5719wa131,Supportgroup,,Vendor IT Support
DC5719WA170,System,,RightFax
DC5719WA170,Purpose,,RightFax
DC5719WA170,Supportgroup,,Unix Admin
dc5719wa171,System,,RightFax
dc5719wa171,Purpose,,RightFax
dc5719wa171,Supportgroup,,Vendor IT Support
dc5719wa172,System,,RightFax
dc5719wa172,Purpose,,RightFax
dc5719wa172,Supportgroup,,Vendor IT Support
dc5719wa173,System,,RightFax
dc5719wa173,Purpose,,RightFax
dc5719wa173,Supportgroup,,Vendor IT Support
dc5719wa174,System,,RightFax
dc5719wa174,Purpose,,RightFax
dc5719wa174,Supportgroup,,Vendor IT Support
dc5719wa175,System,,RightFax
dc5719wa175,Purpose,,RightFax
dc5719wa175,Supportgroup,,Vendor IT Support
dc5719wa35,System,,MMIS
dc5719wa35,Purpose,,"TN ANYTIME DEV SERVER, VA Sandbox"
DC5719WA62,System,,FIS - Formworks 5
DC5719WA62,Purpose,,FIS - Formworks 5
DC5719WA62,Supportgroup,,Unix Admin
DC5719WA63,System,,FIS - Formworks 5
DC5719WA63,Purpose,,FIS - Formworks 5
DC5719WA63,Supportgroup,,Unix Admin
DC5719WA64,System,,FIS - Formworks 5
DC5719WA64,Purpose,,FIS - Formworks 5
DC5719WA64,Supportgroup,,Unix Admin
DC5719WA65,System,,FIS - Formworks 5
DC5719WA65,Purpose,,FIS - Formworks 5
DC5719WA65,Supportgroup,,Unix Admin
DC5719WA66,System,,FIS - Formworks 5
DC5719WA66,Purpose,,FIS - Formworks 5
DC5719WA66,Supportgroup,,Unix Admin
DC5719WA68,System,,FIS - Formworks 5
DC5719WA68,Purpose,,FIS - Formworks 5
DC5719WA68,Supportgroup,,Unix Admin
DC5719WA69,System,,FIS - Formworks 5
DC5719WA69,Purpose,,FIS - Formworks 5
DC5719WA69,Supportgroup,,Unix Admin
dc5719wa75,System,,DXC Infrastructure
dc5719wa75,Purpose,,SQL 2016 temporary jump server for SharePoint migration to 2019
dc5719wa75,Supportgroup,,Vendor IT Support
dc5719wa76,System,,DXC Infrastructure
dc5719wa76,Purpose,,SQL 2016 temporary jump server for SharePoint migration to 2019
dc5719wa76,Supportgroup,,Vendor IT Support
dc5719waa193,System,,ProLaw
dc5719waa193,Purpose,,Prolaw SSRS Server
dc5719waa193,Supportgroup,,MMIS Support INF Windows
dc5719waa66,System,,SharePoint
dc5719waa66,Purpose,,Sharepoint
dc5719waa66,Supportgroup,,Vendor IT Support
dc5719waa73,Supportgroup,,Vendor IT Support
dc5719waa74,Supportgroup,,Vendor IT Support
dc5719waf79,System,,DXC Infrastructure
dc5719waf79,Purpose,,NET 2019 VM Template
dc5719waf79,Supportgroup,,Vendor IT Support
dc5719wap10,System,,DXC Infrastructure
dc5719wap10,Purpose,,Domain Controller
dc5719wap10,Supportgroup,,Vendor IT Support
dc5719wap100,System,,MMIS
dc5719wap100,Purpose,,IWI
dc5719wap100,Supportgroup,,Vendor IT Support
dc5719wap101,System,,MMIS
dc5719wap101,Purpose,,Teammate IIS
dc5719wap101,Supportgroup,,Vendor IT Support
dc5719wap102,System,,MMIS
dc5719wap102,Purpose,,File Server
dc5719wap102,Supportgroup,,Vendor IT Support
dc5719wap105,System,,MMIS
dc5719wap105,Purpose,,Teamate
dc5719wap105,Supportgroup,,Vendor IT Support
dc5719wap106,System,,MMIS
dc5719wap106,Purpose,,HCI File Server
dc5719wap106,Supportgroup,,Vendor IT Support
dc5719wap108,System,,DXC Infrastructure
dc5719wap108,Purpose,,Prod SSRS for TEAMS
dc5719wap108,Supportgroup,,MMIS Support INF Windows
dc5719wap109,System,,ProLaw
dc5719wap109,Purpose,,"ProLaw, File repository for BIDS, TSFSqlServer, Kepro application"
dc5719wap109,Supportgroup,,MMIS Support INF Windows
dc5719wap11,System,,Domain Controller - TENNCARE - Primary
dc5719wap11,Purpose,,Domain Controller - TENNCARE - Primary
dc5719wap11,Supportgroup,,Vendor IT Support
dc5719wap115,System,,DXC Infrastructure
dc5719wap115,Purpose,,Requested by Tina Rowe DXC DBA for remote Oracle Installs.
dc5719wap115,Supportgroup,,Vendor IT Support
dc5719wap116,System,,DXC Infrastructure
dc5719wap116,Purpose,,Was DC5719WAP99
dc5719wap116,Supportgroup,,Vendor IT Support
dc5719wap12,System,,Domain Controller - TENNCARE - Tertiary
dc5719wap12,Purpose,,Domain Controller - TENNCARE - Tertiary
dc5719wap12,Supportgroup,,Vendor IT Support
dc5719wap125,System,,DXC Infrastructure
dc5719wap125,Purpose,,PW Reset .Net solution
dc5719wap125,Supportgroup,,Vendor IT Support
dc5719wap127,System,,MMIS
dc5719wap127,Purpose,,"One of the State File Share Servers
TeamMate?"
dc5719wap127,Supportgroup,,Vendor IT Support
dc5719wap128,System,,MMIS
dc5719wap128,Purpose,,"One of the State File Share Servers
OPI Share Server"
dc5719wap128,Supportgroup,,Vendor IT Support
dc5719wap129,System,,MMIS
dc5719wap129,Purpose,,State Eligibility Initiative File Share Server
dc5719wap129,Supportgroup,,Vendor IT Support
dc5719wap141,System,,DXC Infrastructure
dc5719wap141,Purpose,,MPI APP Server Requested by Clay
dc5719wap143,System,,CMOD
dc5719wap143,Purpose,,CMOD
dc5719wap143,Supportgroup,,Vendor IT Support
dc5719wap144,System,,FileNet
dc5719wap144,Purpose,,Filenet
dc5719wap144,Supportgroup,,Vendor IT Support
dc5719wap145,System,,FileNet
dc5719wap145,Purpose,,Filenet
dc5719wap145,Supportgroup,,Vendor IT Support
dc5719wap146,System,,FileNet
dc5719wap146,Purpose,,Filenet
dc5719wap146,Supportgroup,,Vendor IT Support
dc5719wap147,System,,CMOD
dc5719wap147,Purpose,,CMOD
dc5719wap147,Supportgroup,,Vendor IT Support
dc5719wap148,System,,CMOD
dc5719wap148,Purpose,,CMOD
dc5719wap148,Supportgroup,,Vendor IT Support
dc5719wap15,Supportgroup,,Vendor IT Support
dc5719wap150,System,,MMIS
dc5719wap150,Purpose,,Exstream Letters Server
dc5719wap150,Supportgroup,,Vendor IT Support
dc5719wap151,System,,MMIS
dc5719wap151,Purpose,,Exstream Test Server
dc5719wap151,Supportgroup,,Vendor IT Support
dc5719wap168h,System,,DXC Infrastructure
dc5719wap168h,Purpose,,SQL CLUSTER Node 3
dc5719wap168h,Supportgroup,,MMIS Support INF Windows
dc5719wap170,System,,MMIS
dc5719wap170,Purpose,,AbacusLaw Software
dc5719wap170,Supportgroup,,Vendor IT Support
dc5719wap19,System,,MMIS
dc5719wap19,Purpose,,RRI Deployment Server
dc5719wap190,System,,Sparx
dc5719wap190,Purpose,,Sparx
dc5719wap190,Supportgroup,,Vendor IT Support
DC5719WAP191,System,,ALM
DC5719WAP191,Purpose,,ALM Test Data Masking
DC5719WAP191,Supportgroup,,Vendor IT Support
dc5719wap196,System,,Siebel
dc5719wap196,Purpose,,Oracle DB Server/Siebel
DC5719WAP31,System,,DXC Infrastructure
DC5719WAP31,Purpose,,vSphere web interface
DC5719WAP31,Supportgroup,,MMIS Support INF Windows
dc5719wap34,System,,DXC Infrastructure
dc5719wap34,Purpose,,DEV .Net Solutions (Web Services & Console Apps)
dc5719wap34,Supportgroup,,Vendor IT Support
dc5719wap35,System,,DXC Infrastructure
dc5719wap35,Purpose,,Server 2019 Datacenter VM template. Used for builds and compliance scans
dc5719wap35,Supportgroup,,Vendor IT Support
dc5719wap39,System,,DXC Infrastructure
dc5719wap39,Purpose,,NET Domain Terminal License Server
dc5719wap39,Supportgroup,,MMIS Support INF Windows
dc5719wap42,System,,DXC Infrastructure
